,x,y,,max140,,140/135,140以上は140いかに変換
97,-72.29186363,-1.268614976,,112.4540101,,116.6189734,116.6189734
98,-65.52360669,-0.798456775,,101.9256104,,105.700633,105.700633
99,-86.79525449,-0.830095818,,135.0148403,,140.0153899,139.9846101
100,-65.52360669,-0.798456775,,101.9256104,,105.700633,105.700633
101,-85.64482562,-4.886668414,,133.2252843,,138.1595541,138.1595541
102,-65.7537382,-0.004888003,,102.2835928,,106.071874,106.071874
103,-85.94776162,2.387331222,,133.6965181,,138.648241,138.648241
104,-73.8009312,-1.306044801,,114.8014485,,119.053354,119.053354
105,-88.70732809,1.686738572,,137.989177,,143.0998873,136.9001127
106,-85.62004183,-0.19197394,,133.1867317,,138.1195736,138.1195736
107,-88.70732809,1.686738572,,137.989177,,143.0998873,136.9001127
108,-85.45617642,2.457311997,,132.93183,,137.8552311,137.8552311
109,-79.50715381,0.853423631,,123.6777948,,128.2584539,128.2584539
110,-85.54627715,-0.338126394,,133.0719867,,138.0005788,138.0005788
111,-57.6369288,-0.066634335,,89.65744479,,92.97809089,92.97809089
112,-42.67251838,0.847727886,,66.37947304,,68.83797204,68.83797204
113,-85.34906651,-0.068022454,,132.7652146,,137.6824448,137.6824448
114,-42.67251838,0.847727886,,66.37947304,,68.83797204,68.83797204
115,-85.8170255,-0.253165686,,133.4931508,,138.4373416,138.4373416
116,-74.68238092,0.047542823,,116.1725925,,120.4752811,120.4752811
117,-85.95565625,2.458277784,,133.7087986,,138.6609763,138.6609763
118,-63.66784912,0.341835476,,99.0388764,,102.7069829,102.7069829
119,-58.54057362,-1.25923923,,91.06311453,,94.43582248,94.43582248
120,-85.67945502,-0.006089334,,133.2791523,,138.2154172,138.2154172
121,-58.54057362,-1.25923923,,91.06311453,,94.43582248,94.43582248
122,-86.53653432,0.431754842,,134.6123867,,139.5980307,139.5980307
123,-72.61518026,-0.309697205,,112.9569471,,117.1405377,117.1405377
124,-85.98519205,-0.144504819,,133.7547432,,138.7086226,138.7086226
125,-72.60864131,-0.3060452,,112.9467754,,117.1299893,117.1299893
126,-51.6610096,-0.733572377,,80.36157049,,83.33792495,83.33792495
127,-86.30736415,0.599642048,,134.2558998,,139.2283405,139.2283405
128,-51.6610096,-0.733572377,,80.36157049,,83.33792495,83.33792495
129,-85.82116147,0.354512759,,133.4995845,,138.4440136,138.4440136
130,-55.94104399,-0.17199147,,87.01940176,,90.24234257,90.24234257
131,-86.2419761,0.278343935,,134.154185,,139.1228585,139.1228585
132,-62.59918982,-0.029686512,,97.37651749,,100.9830552,100.9830552
133,-51.45751323,0.416980778,,80.04502058,,83.00965097,83.00965097
134,-85.91308348,1.153467616,,133.6425743,,138.5922993,138.5922993
135,-51.45751323,0.416980778,,80.04502058,,83.00965097,83.00965097
136,-85.89402328,-1.90893013,,133.6129251,,138.561552,138.561552
137,-58.35145636,-0.591505273,,90.76893211,,94.13074441,94.13074441
138,-86.09234678,1.443466351,,133.9214283,,138.8814812,138.8814812
139,-58.28642239,-1.350693897,,90.66776816,,94.02583365,94.02583365
140,-85.94245658,0.244863266,,133.6882658,,138.6396831,138.6396831
141,-86.18238456,-0.473483266,,134.0614871,,139.0267274,139.0267274
142,-85.94245658,0.244863266,,133.6882658,,138.6396831,138.6396831
143,-85.92097608,-0.407465841,,133.6548517,,138.6050314,138.6050314
144,-58.88913896,-0.333699446,,91.60532727,,94.99811717,94.99811717
145,-85.70132136,0.295871059,,133.3131666,,138.2506913,138.2506913
146,-77.35232143,0.794188069,,120.3258333,,124.7823456,124.7823456
147,-65.60224559,0.041721095,,102.0479376,,105.8274908,105.8274908
148,-86.79307856,0.118631227,,135.0114555,,140.0118798,139.9881202
149,-65.60224559,0.041721095,,102.0479376,,105.8274908,105.8274908
150,-84.08144145,-2.654521907,,130.7933534,,135.6375517,135.6375517
151,-75.90028153,0.546125836,,118.0671046,,122.4399603,122.4399603
152,-86.45948353,1.02001399,,134.4925299,,139.4737347,139.4737347
153,-57.53645581,0.3650518,,89.50115349,,92.81601103,92.81601103
154,-58.18320618,-0.669712916,,90.50720962,,93.85932849,93.85932849
155,-86.72104332,-2.180851177,,134.8994007,,139.8956748,139.8956748
156,-58.18320618,-0.669712916,,90.50720962,,93.85932849,93.85932849
157,-86.37589811,-1.224425978,,134.3625082,,139.3388974,139.3388974
158,-67.09358924,-0.025084121,,104.3678055,,108.2332798,108.2332798
159,-86.25910921,-0.099576517,,134.1808365,,139.1504971,139.1504971
160,-60.45380755,-1.515369097,,94.03925619,,97.5221916,97.5221916
161,-46.7175155,-0.045684389,,72.67169078,,75.36323488,75.36323488
162,-85.67088754,0.930408085,,133.2658251,,138.2015964,138.2015964
163,-46.7175155,-0.045684389,,72.67169078,,75.36323488,75.36323488
164,-86.08542922,-0.479989251,,133.9106677,,138.8703221,138.8703221
165,-56.74383293,-0.28194322,,88.26818456,,91.53737658,91.53737658
166,-86.78034937,-0.514205936,,134.9916546,,139.9913455,139.9913455
167,-87.54934691,-0.906237364,,136.187873,,141.2318683,138.7681317
168,-43.15717209,-0.715070154,,67.1333788,,69.61980024,69.61980024
169,-87.85595667,0.121759025,,136.6648215,,141.7264816,138.2735184
170,-43.15717209,-0.715070154,,67.1333788,,69.61980024,69.61980024
171,-86.6661183,-0.722203401,,134.8139618,,139.8070715,139.8070715
172,-75.61583949,0.087181734,,117.6246392,,121.9811073,121.9811073
173,-88.17872923,0.425819735,,137.1669121,,142.2471681,137.7528319
174,-75.19977595,-0.163786879,,116.9774292,,121.3099266,121.3099266
175,-69.00036486,0.939816888,,107.3339009,,111.3092306,111.3092306
176,-86.1106755,-0.072455888,,133.9499397,,138.9110486,138.9110486
177,-69.00036486,0.939816888,,107.3339009,,111.3092306,111.3092306
178,-83.71817289,0.082807092,,130.2282689,,135.0515381,135.0515381
179,-69.50545799,-0.055127848,,108.1196013,,112.124031,112.124031
180,-86.16827968,-1.032582879,,134.0395462,,139.0039738,139.0039738
181,-84.09182096,0.354855962,,130.8094993,,135.6542956,135.6542956
182,-58.52455762,-0.139465008,,91.03820074,,94.40998595,94.40998595
183,-86.03994276,0.006369988,,133.839911,,138.7969447,138.7969447
184,-58.52455762,-0.139465008,,91.03820074,,94.40998595,94.40998595
185,-86.12865691,-0.343415796,,133.9779107,,138.9400555,138.9400555
186,-73.85820151,-0.678377647,,114.8905357,,119.1457407,119.1457407
187,-83.83802826,0.254096104,,130.4147106,,135.2448851,135.2448851
188,-73.11727082,-0.291559319,,113.7379768,,117.9504945,117.9504945
189,-70.31916577,1.01566984,,109.385369,,113.436679,113.436679
190,-86.03026268,1.381862487,,133.8248531,,138.7813291,138.7813291
191,-70.31916577,1.01566984,,109.385369,,113.436679,113.436679
192,-86.70100179,-0.002930241,,134.868225,,139.8633444,139.8633444
193,-59.64597252,-0.893673547,,92.78262391,,96.21901739,96.21901739
194,-86.27561695,-3.201154112,,134.2065153,,139.177127,139.177127
195,-71.95467062,0.975088998,,111.9294876,,116.0750242,116.0750242
196,-55.75398894,-1.599362827,,86.72842724,,89.94059121,89.94059121
197,-86.28795877,-0.053168488,,134.2257136,,139.1970363,139.1970363
198,-55.75398894,-1.599362827,,86.72842724,,89.94059121,89.94059121
199,-86.67131965,-1.490934769,,134.8220528,,139.8154622,139.8154622
200,-56.86731857,-0.666566912,,88.46027334,,91.73657976,91.73657976
201,-87.64140872,1.726830234,,136.3310802,,141.3803795,138.6196205
202,-54.91673811,0.239998953,,85.42603707,,88.58996437,88.58996437
203,-73.37669422,-0.17132786,,114.1415243,,118.3689882,118.3689882
204,-88.26614354,0.841864459,,137.3028899,,142.3881821,137.6118179
205,-73.37669422,-0.17132786,,114.1415243,,118.3689882,118.3689882
206,-87.11224812,-0.230886703,,135.5079415,,140.5267541,139.4732459
207,-83.05759784,-0.231014352,,129.2007077,,133.9859191,133.9859191
208,-85.81411395,-0.191917112,,133.4886217,,138.4326447,138.4326447
209,-65.3428844,0.210968766,,101.6444868,,105.4090974,105.4090974
210,-69.31132024,-0.282676854,,107.8176093,,111.8108541,111.8108541
211,-85.83255197,-0.12563741,,133.5173031,,138.4623884,138.4623884
212,-69.31132024,-0.282676854,,107.8176093,,111.8108541,111.8108541
213,-85.86260066,-0.376704736,,133.5640455,,138.510862,138.510862
214,-43.78029869,-1.485231863,,68.10268684,,70.62500857,70.62500857
215,-85.92395187,0.207187271,,133.6594807,,138.6098318,138.6098318
216,-63.91293029,0.439738127,,99.42011379,,103.1023402,103.1023402
217,-57.93363243,-0.918799529,,90.11898378,,93.45672392,93.45672392
218,-85.87680492,0.426405004,,133.586141,,138.5337759,138.5337759
219,-57.93363243,-0.918799529,,90.11898378,,93.45672392,93.45672392
220,-86.31490986,0.770627752,,134.2676376,,139.2405131,139.2405131
221,-66.23375374,-0.703437198,,103.0302836,,106.84622,106.84622
222,-86.13565205,0.586322196,,133.9887921,,138.95134,138.95134
223,-59.87153286,-0.389924246,,93.13349556,,96.58288428,96.58288428
224,-63.56141476,-0.110393376,,98.87331185,,102.5352864,102.5352864
225,-85.42526536,2.210803208,,132.8837461,,137.8053663,137.8053663
226,-63.56141476,-0.110393376,,98.87331185,,102.5352864,102.5352864
227,-85.8407195,-0.318657598,,133.5300081,,138.475564,138.475564
228,-74.13535889,0.389780183,,115.3216694,,119.5928423,119.5928423
229,-85.53359323,0.317420917,,133.0522561,,137.9801174,137.9801174
230,-78.95746649,0.768383763,,122.8227256,,127.3717154,127.3717154
231,-54.12774291,-0.335229905,,84.19871119,,87.31718197,87.31718197
232,-86.24134724,-0.231562888,,134.1532068,,139.1218441,139.1218441
233,-54.12774291,-0.335229905,,84.19871119,,87.31718197,87.31718197
234,-84.31558384,-0.49321497,,131.1575749,,136.0152629,136.0152629
235,-76.91909186,-1.144237658,,119.6519207,,124.0834733,124.0834733
236,-86.7633232,-0.601073144,,134.9651694,,139.9638794,139.9638794
237,-41.78713118,0.307902453,,65.00220406,,67.4096931,67.4096931
238,-77.72436929,-0.006744107,,120.9045745,,125.3825217,125.3825217
239,-88.54053251,0.241932266,,137.7297172,,142.8308178,137.1691822
240,-77.72436929,-0.006744107,,120.9045745,,125.3825217,125.3825217
241,-85.37584851,0.563183548,,132.8068755,,137.7256487,137.7256487
242,-47.75587445,1.150154889,,74.28691581,,77.03828306,77.03828306
243,-89.60143787,1.608471027,,139.3800145,,144.5422373,135.4577627
244,-80.00394226,-0.002508234,,124.4505768,,129.0598574,129.0598574
245,-47.74561351,1.469596639,,74.27095435,,77.02173044,77.02173044
246,-85.51686008,0.136284847,,133.0262268,,137.9531241,137.9531241
247,-47.74561351,1.469596639,,74.27095435,,77.02173044,77.02173044
248,-86.56353118,0.505827717,,134.6543818,,139.6415811,139.6415811
249,-62.56376278,-0.964138862,,97.32140876,,100.9259054,100.9259054
250,-85.58051836,0.590732562,,133.1252508,,138.0558156,138.0558156
251,-69.30421956,-0.390150982,,107.8065638,,111.7993995,111.7993995
252,-60.67933682,0.261553435,,94.3900795,,97.88600837,97.88600837
253,-85.63915611,0.248583919,,133.2164651,,138.1504083,138.1504083
254,-60.67933682,0.261553435,,94.3900795,,97.88600837,97.88600837
255,-86.50660996,-0.140551793,,134.5658377,,139.5497576,139.5497576
256,-84.22445269,0.913092759,,131.0158153,,135.8682529,135.8682529
257,-86.46694935,1.208808015,,134.5041434,,139.4857783,139.4857783
258,-83.54128799,0.183912338,,129.9531146,,134.7661929,134.7661929
259,-47.66526402,-0.403922782,,74.14596625,,76.89211315,76.89211315
260,-86.02113519,-3.689155964,,133.8106547,,138.7666049,138.7666049
261,-47.66526402,-0.403922782,,74.14596625,,76.89211315,76.89211315
262,-84.73266141,0.375876941,,131.8063622,,136.6880793,136.6880793
263,-68.97022554,-0.540401935,,107.2870175,,111.2606107,111.2606107
264,-85.01598737,1.927690513,,132.2470915,,137.1451319,137.1451319
265,-66.7473692,0.032856307,,103.829241,,107.6747684,107.6747684
266,-74.35770869,1.125753701,,115.6675469,,119.9515301,119.9515301
267,-86.92450797,-0.276862755,,135.2159013,,140.2238976,139.7761024
268,-74.35770869,1.125753701,,115.6675469,,119.9515301,119.9515301
269,-85.4113026,0.478478872,,132.8620263,,137.7828421,137.7828421
270,-71.64323023,0.382937424,,111.4450248,,115.5726183,115.5726183
271,-86.00642175,-2.91900187,,133.7877672,,138.7428697,138.7428697
272,-40.08242959,-1.280517836,,62.35044603,,64.65972181,64.65972181
273,-80.73457082,1.461792502,,125.5871102,,130.2384847,130.2384847
274,-85.72746173,-0.617751465,,133.3538294,,138.2928601,138.2928601
275,-80.73457082,1.461792502,,125.5871102,,130.2384847,130.2384847
276,-86.14421887,1.394801702,,134.0021182,,138.9651596,138.9651596
277,-42.23229398,-0.724032634,,65.69467952,,68.1278158,68.1278158
278,-85.19316109,0.839733637,,132.522695,,137.430943,137.430943
279,-80.43907106,-0.999448213,,125.1274439,,129.7617937,129.7617937
280,-64.92766095,0.00525281,,100.9985837,,104.739272,104.739272
281,-85.60792473,-1.599810472,,133.1678829,,138.1000267,138.1000267
282,-64.92766095,0.00525281,,100.9985837,,104.739272,104.739272
283,-86.15812065,-0.199644532,,134.0237432,,138.9875855,138.9875855
284,-88.18156252,-0.855543672,,137.1713195,,142.2517387,137.7482613
285,-85.99059849,0.318069198,,133.7631532,,138.7173441,138.7173441
286,-74.56598556,0.80466153,,115.9915331,,120.2875158,120.2875158
287,-88.0224726,0.076194618,,136.9238463,,141.9950999,138.0049001
288,-85.19806008,2.649175116,,132.5303157,,137.4388459,137.4388459
289,-88.0224726,0.076194618,,136.9238463,,141.9950999,138.0049001
290,-85.63296872,0.652396504,,133.2068402,,138.1404269,138.1404269
291,-71.25527389,0.85851933,,110.8415372,,114.9467793,114.9467793
292,-86.29369824,-2.040198685,,134.2346417,,139.2062951,139.2062951
293,-71.83906439,0.602472359,,111.7496557,,115.8885318,115.8885318
294,-80.22874257,-1.47946985,,124.8002662,,129.4224983,129.4224983
295,-85.4397181,0.917235137,,132.9062282,,137.8286811,137.8286811
296,-80.22874257,-1.47946985,,124.8002662,,129.4224983,129.4224983
297,-86.44460476,-0.769838426,,134.4693852,,139.4497328,139.4497328
298,-56.64295302,1.156070873,,88.11126025,,91.37464026,91.37464026
299,-86.33424468,0.288123082,,134.2977139,,139.2717033,139.2717033
300,-62.08016853,1.197976722,,96.56915104,,100.1457863,100.1457863
301,-88.54649737,0.008601608,,137.7389959,,142.8404402,137.1595598
302,-86.10531091,-1.778432729,,133.9415948,,138.9023946,138.9023946
303,-88.54649737,0.008601608,,137.7389959,,142.8404402,137.1595598
304,-85.78982719,-1.441873271,,133.4508423,,138.3934661,138.3934661
305,-48.87009394,-1.091335588,,76.02014613,,78.8357071,78.8357071
306,-86.34151262,0.088555635,,134.3090196,,139.2834277,139.2834277
307,-66.83626955,1.642281032,,103.9675304,,107.8181797,107.8181797
308,-70.52016701,-0.471581267,,109.6980376,,113.7609279,113.7609279
309,-84.41918953,-1.39488711,,131.3187393,,136.1823963,136.1823963
310,-70.52016701,-0.471581267,,109.6980376,,113.7609279,113.7609279
311,-85.25315639,-0.17324797,,132.616021,,137.5277255,137.5277255
312,-76.68501407,-0.339758186,,119.2877997,,123.7058664,123.7058664
313,-87.16790747,1.63282499,,135.5945227,,140.6165421,139.3834579
314,-54.11134677,0.025224019,,84.17320608,,87.29073223,87.29073223
315,-85.41040646,0.543353988,,132.8606323,,137.7813965,137.7813965
316,-86.07043858,0.126070554,,133.8873489,,138.8461396,138.8461396
317,-85.41040646,0.543353988,,132.8606323,,137.7813965,137.7813965
318,-85.73577422,-0.711890173,,133.3667599,,138.3062695,138.3062695
319,-71.29653342,-0.243090612,,110.9057187,,115.0133379,115.0133379
320,-88.82968363,-0.890780523,,138.1795079,,143.2972675,136.7027325
321,-56.41278106,-0.705558222,,87.75321499,,91.00333406,91.00333406
322,-69.64753094,-1.025564705,,108.3406037,,112.3532187,112.3532187
323,-86.26781859,-0.171584433,,134.1943845,,139.1645469,139.1645469
324,-69.64753094,-1.025564705,,108.3406037,,112.3532187,112.3532187
325,-86.21909972,0.286925176,,134.1185996,,139.0859551,139.0859551
326,-69.03414486,0.711110812,,107.3864476,,111.3637234,111.3637234
327,-87.08105973,-1.802751219,,135.4594263,,140.4764421,139.5235579
328,-77.17066129,0.369889543,,120.0432509,,124.4892972,124.4892972
329,-71.4540207,-0.73059937,,111.1506989,,115.2673915,115.2673915
330,-86.83765543,4.929171521,,135.0807973,,140.0837898,139.9162102
331,-71.4540207,-0.73059937,,111.1506989,,115.2673915,115.2673915
332,-87.40078649,2.143584065,,135.956779,,140.9922153,139.0077847
333,-70.19257729,0.664990629,,109.1884536,,113.2324704,113.2324704
334,-85.23327228,-2.385945519,,132.5850902,,137.4956491,137.4956491
335,-45.42579981,-0.559967576,,70.66235525,,73.27947952,73.27947952
336,-51.23364329,0.934378418,,79.69677845,,82.64851099,82.64851099
337,-86.29705406,0.108200266,,134.2398619,,139.2117086,139.2117086
338,-51.23364329,0.934378418,,79.69677845,,82.64851099,82.64851099
339,-86.2023422,-0.027198507,,134.0925323,,139.0589224,139.0589224
340,-80.37784731,0.146931265,,125.0322069,,129.6630294,129.6630294
341,-86.21893166,0.397785557,,134.1183381,,139.085684,139.085684
342,-79.59641717,0.292502106,,123.8166489,,128.4024507,128.4024507
343,-67.74302646,-0.113623385,,105.3780412,,109.2809316,109.2809316
344,-85.60469889,1.510091638,,133.1628649,,138.0948229,138.0948229
345,-67.74302646,-0.113623385,,105.3780412,,109.2809316,109.2809316
346,-86.06315701,-0.627674904,,133.876022,,138.8343932,138.8343932
347,-56.03936679,-0.547376744,,87.17234833,,90.40095382,90.40095382
348,-85.73832908,1.052116389,,133.3707341,,138.3103909,138.3103909
349,-71.37759845,-0.944228738,,111.0318198,,115.1441094,115.1441094
350,-84.26689309,-0.295024221,,131.0818337,,135.9367164,135.9367164
351,-88.99011121,0.789817137,,138.4290619,,143.5560642,136.4439358
352,-84.26689309,-0.295024221,,131.0818337,,135.9367164,135.9367164
353,-87.01464084,1.059334529,,135.356108,,140.3692972,139.6307028
354,-73.93880817,0.798006434,,115.0159238,,119.2757728,119.2757728
355,-88.45653441,-0.132808493,,137.5990535,,142.6953147,137.3046853
356,-77.53249995,-0.726776005,,120.606111,,125.073004,125.073004
357,-85.5130374,0.335662488,,133.0202804,,137.9469575,137.9469575
358,-85.50626055,1.10543548,,133.0097386,,137.9360252,137.9360252
359,-85.5130374,0.335662488,,133.0202804,,137.9469575,137.9469575
360,-85.55624836,-0.4027541,,133.0874974,,138.016664,138.016664
361,-74.04360124,1.305718064,,115.1789353,,119.4448218,119.4448218
362,-87.20045846,-0.842496311,,135.6451576,,140.6690523,139.3309477
363,-54.96287946,0.015450672,,85.4978125,,88.66439815,88.66439815
364,-46.64979677,-0.387719497,,72.56635053,,75.25399314,75.25399314
365,-87.9412731,0.028035367,,136.7975359,,141.8641113,138.1358887
366,-46.64979677,-0.387719497,,72.56635053,,75.25399314,75.25399314
367,-85.70531328,0.402116752,,133.3193762,,138.2571309,138.2571309
368,-80.60684568,0.123315708,,125.3884266,,130.0324424,130.0324424
369,-87.65902671,-0.030190561,,136.358486,,141.4088003,138.5911997
370,-83.8678222,-0.120912899,,130.4610568,,135.2929478,135.2929478
371,-57.57620698,-0.714290879,,89.56298864,,92.88013637,92.88013637
372,-88.40224553,0.468634561,,137.5146042,,142.6077377,137.3922623
373,-57.57620698,-0.714290879,,89.56298864,,92.88013637,92.88013637
374,-85.07351921,-3.419925021,,132.3365854,,137.2379404,137.2379404
375,-68.27402141,0.037002255,,106.2040333,,110.137516,110.137516
376,-86.02032483,0.140478467,,133.8093942,,138.7652977,138.7652977
377,-65.59864425,-0.467728245,,102.0423355,,105.8216813,105.8216813
378,-62.82892013,0.094914782,,97.73387576,,101.3536489,101.3536489
379,-85.42990764,1.44910377,,132.8909674,,137.8128551,137.8128551
380,-62.82892013,0.094914782,,97.73387576,,101.3536489,101.3536489
381,-86.19662109,-0.231115802,,134.0836328,,139.0496933,139.0496933
382,-60.24334727,0.780038913,,93.71187354,,97.18268367,97.18268367
383,-86.05919923,0.288218642,,133.8698655,,138.8280087,138.8280087
384,-70.12877932,-0.441821543,,109.0892123,,113.1295535,113.1295535
385,-42.16188246,1.506897526,,65.58515049,,68.01423014,68.01423014
386,-86.78910077,0.149157842,,135.0052679,,140.005463,139.994537
387,-42.16188246,1.506897526,,65.58515049,,68.01423014,68.01423014
388,-86.24684208,-2.413912116,,134.1617543,,139.1307082,139.1307082
389,-68.6680374,-1.758359835,,106.8169471,,110.7731303,110.7731303
390,-87.47256237,-2.621429859,,136.0684303,,141.1080018,138.8919982
391,-77.07765751,-0.892371824,,119.8985784,,124.3392665,124.3392665
392,-82.35753748,0.163684684,,128.111725,,132.8566037,132.8566037
393,-86.76255091,-0.082415704,,134.9639681,,139.9626336,139.9626336
394,-82.35753748,0.163684684,,128.111725,,132.8566037,132.8566037
